xaxis	EDF	TSRA	G-VMPAC
80	0.0	0.0	0.0
90	0.0	0.0	0.0
100	0.531488896979	0.444120859119	0.138272323703
110	5.77064526914	6.52610441767	4.37687938523
120	12.728960396	10.8718519894	11.6739951694
130	18.1970722675	14.8640064676	17.1142493344
140	24.4887174338	20.7788096243	22.7719632096
