xaxis	EDF	TSRA	G-VMPAC
80	62.2202932099	62.2202932099	62.2202932099
90	57.6195987654	57.6195987654	57.6195987654
100	52.4112654321	52.4787808642	52.2280092593
110	50.7716049383	52.1219135802	50.0192901235
120	50.2893518519	51.0513117284	50.0
130	50.2507716049	50.4822530864	50.0
140	50.0771604938	50.4533179012	50.0
