xaxis	EDF	TSRA	G-VMPAC
80	100.0	100.0	100.0
90	99.8860543141	100.0	100.0
100	97.0083994937	96.8640313021	98.504973837
110	90.7650879138	91.1466046118	93.4757383966
120	85.9615759704	87.1942586535	89.2860630921
130	80.5279793438	83.3674468274	83.9969713166
140	75.0800689825	78.5430572049	78.7070061083
