xaxis	EDF	TSRA	G-VMPAC
80	100.0	100.0	100.0
90	100.0	100.0	100.0
100	99.4557823129	99.5527902003	97.9591836735
110	92.4877707897	95.1185495119	76.9095697981
120	85.8441558442	89.933538661	67.0103092784
130	79.7460966	84.6546196444	60.930369498
140	73.4561213434	80.0297458085	56.1102018549
