xaxis	EDF	TSRA	G-VMPAC
80	10.2702702703	10.2702702703	10.2702702703
90	14.2156862745	14.2156862745	14.2156862745
100	14.5454545455	14.5454545455	13.7614678899
110	19.0871369295	19.0871369295	18.75
120	18.6131386861	18.6131386861	18.2481751825
130	14.1538461538	14.7692307692	13.8461538462
140	20.8860759494	20.253164557	19.6825396825
