xaxis	EDF	TSRA	G-VMPAC
80	23.3796296296	23.3796296296	23.3796296296
90	12.762345679	12.6388888889	12.6388888889
100	5.87962962963	6.62037037037	4.36728395062
110	3.7037037037	5.24691358025	1.85185185185
120	1.99074074074	3.44135802469	0.694444444444
130	0.864197530864	1.18827160494	0.0771604938272
140	0.277777777778	0.432098765432	0.0154320987654
