xaxis	EDF	TSRA	G-VMPAC
80	28.0092592593	27.700617284	27.700617284
90	21.2577160494	21.2577160494	19.4444444444
100	14.6990740741	15.4706790123	12.6929012346
110	11.3040123457	14.0046296296	10.1080246914
120	6.67438271605	9.79938271605	4.01234567901
130	6.01851851852	8.33333333333	4.01234567901
140	3.89660493827	4.62962962963	1.85185185185
