xaxis	EDF	TSRA	k-EDF=20%	k-EDF=40%	k-EDF=60%	k-EDF=80%
80	18.076010873	18.076010873	18.076010873	18.076010873	18.076010873	18.076010873
90	7.68488613742	7.68498130469	7.67317642624	7.90892535184	7.90892535184	7.90892535184
100	0.089983372422	0.160412416524	0.144626599802	1.83759943296	1.83759943296	1.83759943296
110	0.0	0.0	0.0	0.700313231537	0.742088998159	0.742088998159
120	0.0	0.0	0.0	0.804476199976	0.828769652265	0.828769652265
130	0.0	0.0	0.0	0.55042452653	0.713831568978	0.713831568978
140	0.0	0.0	0.0	0.0	0.479076577477	0.479076577477
