xaxis	EDF	TSRA	k-EDF=20%	k-EDF=40%	k-EDF=60%	k-EDF=80%
80	100.0	100.0	100.0	100.0	100.0	100.0
90	99.4652406417	99.3983957219	99.2637215529	99.1298527443	99.1298527443	99.1298527443
100	96.0230917255	96.0230917255	96.2179487179	96.9871794872	97.1153846154	97.1153846154
110	89.177250138	89.0728476821	89.8783185841	92.7272727273	92.6802421574	92.6802421574
120	81.5625	81.3541666667	82.0926600729	88.3575883576	88.9812889813	88.9812889813
130	73.0988593156	74.5609871856	73.9667458432	85.0023730422	85.0449597728	85.0449597728
140	69.193045029	68.5994647636	70.8296164139	79.8140770252	81.310894597	82.2824156306
