xaxis	EDF	TSRA	k-EDF=20%	k-EDF=40%	k-EDF=60%	k-EDF=80%
80	51.228858214	51.228858214	51.2269152874	51.2269152874	51.2269152874	51.2269152874
90	42.9490357685	43.0277691686	43.1744659007	43.4746513306	43.4746513306	43.4746513306
100	40.5828273308	40.4760398934	40.7870571318	41.3832412555	41.3035917135	41.3035917135
110	38.6695990911	38.7434671139	38.7425653496	40.6307688157	40.7225091038	40.7225091038
120	38.4226543537	38.601338635	38.3774480595	40.6463400401	40.7786211488	40.7786211488
130	38.1827968559	38.2574819072	38.1827968559	39.4852335398	40.7107215565	40.7107215565
140	38.1034304619	38.0582714394	38.1947854479	39.0743045101	39.7479958494	39.9717357762
