xaxis	tsra	pure	k=10%	k=20%	k=30%	k=40%	k=50%	k=60%	k=70%	k=80%	k=90%	k=100%
80	18.4716713326	18.4716713326	18.4716713326	18.6181965746	18.6179202904	18.6179202904	18.6179202904	18.6179202904	18.6179202904	18.6179202904	18.6179202904	18.6179202904
85	13.4866089992	13.4874104064	13.4874104064	13.6055965477	14.0277453897	13.8905711784	13.8905711784	13.8905711784	13.8905711784	13.8905711784	13.8905711784	13.8905711784
90	10.18403372	10.0432283844	9.97506978126	10.9107013911	10.7758125529	10.6326742455	10.6326742455	10.6326742455	10.6326742455	10.6326742455	10.6326742455	10.6326742455
95	5.24565488174	4.38507606192	4.38507606192	5.31133409384	7.93085931031	7.93881596225	7.93881596225	7.93881596225	7.93881596225	7.93881596225	7.93881596225	7.93881596225
100	3.90125419395	3.91259217645	4.03607193968	4.27519141932	6.8336486006	6.86245618391	6.86639609282	6.86639609282	6.86639609282	6.86639609282	6.86639609282	6.86639609282
105	0.435623758236	0.0677619975866	0.0677619975866	0.799373332457	5.14584939855	5.97366202773	5.55159148841	5.55159148841	5.55159148841	5.55159148841	5.55159148841	5.55159148841
110	0.239861606428	0.218665350244	0.199639475054	0.263772872521	4.55970350649	6.02287777861	6.28310778915	6.28310778915	6.28310778915	6.28310778915	6.28310778915	6.28310778915
115	0.0164609053498	0.0318611429723	0.0322886989554	0.246861192135	2.9507116698	6.53638459141	6.53042049527	6.53042049527	6.53042049527	6.53042049527	6.53042049527	6.53042049527
120	0.0154320987654	0.0154320987654	0.0154320987654	0.0154320987654	2.06932011608	5.62050103597	5.0798019133	5.48093007369	5.48093007369	5.48093007369	5.48093007369	5.48093007369
125	0.0470876859766	0.0470876859766	0.0470876859766	0.0933839822729	1.67198959418	4.63828579564	5.14900517268	5.41348512459	5.41348512459	5.41348512459	5.41348512459	5.41348512459
130	0.0	0.0	0.0	0.0	0.472154154259	2.9213069485	4.83264695671	4.57970828567	4.57970828567	4.57970828567	4.57970828567	4.57970828567
135	0.0771604938272	0.0771604938272	0.0771604938272	0.0771604938272	0.75996426613	2.23133169478	2.92708747145	2.83878503237	3.03370413504	3.03370413504	3.03370413504	3.03370413504
140	0.0	0.0162443144899	0.0176366843034	0.0	0.52547716283	2.02924293615	3.95081501781	3.9149441455	3.9149441455	3.9149441455	3.9149441455	3.9149441455
