xaxis	EDF	TSRA	G-VMPAC
80	0.0	0.0	0.0
90	0.11394568589	0.0	0.0
100	2.99160050627	3.13596869785	1.49502616296
110	9.23491208617	8.8533953882	6.52426160338
120	14.0384240296	12.8057413465	10.7139369079
130	19.4720206562	16.6325531726	16.0030286834
140	24.9199310175	21.4569427951	21.2929938917
