xaxis	EDF	TSRA	G-VMPAC
80	0.0	0.0	0.0
90	0.0	0.0	0.0
100	0.544217687075	0.447209799728	2.04081632653
110	7.51222921034	4.88145048815	23.0904302019
120	14.1558441558	10.066461339	32.9896907216
130	20.2539034	15.3453803556	39.069630502
140	26.5438786566	19.9702541915	43.8897981451
