xaxis	EDF	TSRA	G-VMPAC
80	100.0	100.0	100.0
90	99.9324324324	100.0	100.0
100	98.230628432	97.9865771812	97.9804161567
110	93.5138183869	94.4664031621	91.8217710096
120	90.0	91.6102136529	85.9081419624
130	84.575225439	88.330170778	78.4285714286
140	79.8504179498	83.3406593407	72.9681978799
