xaxis	EDF	TSRA	G-VMPAC
80	0.0	0.0	0.0
90	0.0	0.0	0.0
100	0.692078746369	0.604549368542	0.494854233155
110	8.28818013692	6.51064036694	8.25941001897
120	15.0208768267	12.1775287262	15.5178845896
130	21.6132878346	17.2796080095	20.8819092031
140	27.3619725277	21.6735288529	25.9471186785
