xaxis	EDF	TSRA	G-VMPAC
80	100.0	100.0	100.0
90	100.0	100.0	100.0
100	99.468511103	99.5558791409	99.8617276763
110	94.2293547309	93.4738955823	95.6231206148
120	87.271039604	89.1281480106	88.3260048306
130	81.8029277325	85.1359935324	82.8857506656
140	75.5112825662	79.2211903757	77.2280367904
