xaxis	EDF	TSRA	G-VMPAC
80	0.291149068323	0.0	0.0
90	2.85114570579	2.72870386566	1.06699317824
100	4.89422166088	5.20997789706	2.92775066898
110	9.59954558364	10.6476868327	7.42265114959
120	13.2147395172	14.0859394864	9.63226873648
130	18.5580155326	18.1125980618	15.3863951874
140	23.4680430485	21.2107918403	19.1118421053
