xaxis	EDF	TSRA	G-VMPAC
80	89.7297297297	89.7297297297	89.7297297297
90	85.7843137255	85.7843137255	85.7843137255
100	85.4545454545	85.4545454545	86.2385321101
110	80.9128630705	80.9128630705	81.25
120	81.3868613139	81.3868613139	81.7518248175
130	85.8461538462	85.2307692308	86.1538461538
140	79.1139240506	79.746835443	80.3174603175
