xaxis	EDF	TSRA	k-EDF=20%	k-EDF=40%	k-EDF=60%	k-EDF=80%
80	98.828125	98.828125	99.0234375	99.609375	99.609375	99.609375
90	99.0706319703	98.8847583643	98.6988847584	98.6988847584	98.6988847584	98.6988847584
100	96.6183574879	96.4573268921	95.652173913	94.6859903382	94.6859903382	94.6859903382
110	92.1511627907	92.1511627907	91.8604651163	91.7151162791	91.1337209302	91.1337209302
120	85.4993160055	85.7729138167	87.0041039672	87.0218579235	87.414500684	87.414500684
130	82.5454545455	83.6363636364	83.7181044957	85.4368932039	85.5582524272	85.5582524272
140	74.1214057508	74.1214057508	75.8253461129	80.8510638298	81.0638297872	81.2765957447
