xaxis	EDF	TSRA	k-EDF=20%	k-EDF=40%	k-EDF=60%	k-EDF=80%
80	19.1616766467	19.1616766467	19.1616766467	19.1616766467	19.1616766467	19.1616766467
90	16.0975609756	16.0975609756	16.0975609756	16.0975609756	16.0975609756	16.0975609756
100	19.5454545455	19.5454545455	19.5454545455	19.5454545455	20.0	20.0
110	20.9205020921	20.9205020921	20.9205020921	20.5020920502	20.5020920502	20.5020920502
120	23.0769230769	23.0769230769	22.6720647773	23.4817813765	23.0769230769	23.0769230769
130	17.0418006431	17.0418006431	16.7202572347	18.0064308682	19.61414791	19.9356913183
140	22.5165562914	22.5165562914	22.1854304636	22.1854304636	23.178807947	23.178807947
