xaxis	EDF	TSRA	k-EDF=20%	k-EDF=40%	k-EDF=60%	k-EDF=80%
80	100.0	100.0	100.0	100.0	100.0	100.0
90	100.0	100.0	99.6281606346	98.7637022995	98.7637022995	98.7637022995
100	98.2995711962	97.9896526238	96.6291302415	94.6102021174	94.7212556452	94.7212556452
110	93.0733882957	94.1765302672	92.9397443701	88.597853237	88.597853237	88.597853237
120	83.9575113809	84.7642740125	84.4522753509	82.3857437265	82.0604445521	82.0604445521
130	77.8329851505	78.5496613995	78.5669922647	77.2456100855	76.6619757951	76.7689276668
140	72.1081700709	72.402124115	72.9435651812	73.7982643039	72.9747951457	73.21335961
