xaxis	tsra	pure	k=10%	k=20%	k=30%	k=40%	k=50%	k=60%	k=70%	k=80%	k=90%	k=100%
80	60.031126225	60.031126225	60.031126225	60.0310079421	60.0311685284	60.0311685284	60.0311685284	60.0311685284	60.0311685284	60.0311685284	60.0311685284	60.0311685284
85	57.0659834799	57.0659834799	57.0659834799	57.0860553379	57.3638059583	57.3835429301	57.3835429301	57.3835429301	57.3835429301	57.3835429301	57.3835429301	57.3835429301
90	54.1612960326	54.1614112178	54.159996589	54.3159696254	55.5260829673	55.5260829673	55.5260829673	55.5260829673	55.5260829673	55.5260829673	55.5260829673	55.5260829673
95	51.7923564167	51.7380835405	51.7449484299	52.3010262466	55.1435758978	55.2039418793	55.2039418793	55.2039418793	55.2039418793	55.2039418793	55.2039418793	55.2039418793
100	50.999013895	51.0087138111	51.0311166175	51.4889791991	55.0303443711	55.1897753516	55.1897753516	55.1897753516	55.1897753516	55.1897753516	55.1897753516	55.1897753516
105	50.3314382377	50.3358514741	50.3586108297	50.4567973568	54.4230036706	55.1595892897	55.1595892897	55.1595892897	55.1595892897	55.1595892897	55.1595892897	55.1595892897
110	50.0670486486	50.1055528096	50.1238402143	50.1190145051	54.0949497664	55.2094982406	55.1696332425	55.1696332425	55.1696332425	55.1696332425	55.1696332425	55.1696332425
115	50.0048319683	50.0084701841	50.0145101445	50.0132879128	53.0962841144	55.4519262274	55.4321835046	55.4321835046	55.4321835046	55.4321835046	55.4321835046	55.4321835046
120	50.0096639366	50.0060446976	50.0157181087	50.012084658	52.4595817971	55.4342234966	55.4551850749	55.4551850749	55.4551850749	55.4551850749	55.4551850749	55.4551850749
125	50.0	50.0036239762	50.0169355752	50.0120941324	51.103862061	54.2319867186	54.8350436501	54.8350436501	54.8350436501	54.8350436501	54.8350436501	54.8350436501
130	50.0	50.0012079921	50.0205643165	50.0048319683	50.8866656356	53.8419457893	54.4914289261	54.4914289261	54.4914289261	54.4914289261	54.4914289261	54.4914289261
135	50.0	50.0012079921	50.0012079921	50.0012079921	50.465062866	53.1937182568	54.3367582512	54.3367582512	54.3367582512	54.3367582512	54.3367582512	54.3367582512
140	50.0	50.0024159842	50.0132926501	50.0060399604	50.2956902473	52.3405719128	53.5412823971	53.6084717501	53.6084717501	53.6084717501	53.6084717501	53.6084717501
